Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type,Cover_Type
2827,20,9,618,-4,488,214,221,143,1165,Commanche,C4704,1
3493,101,21,437,59,2644,249,207,77,2074,Rawah,C8776,0
2764,164,9,0,0,1187,228,243,147,959,Commanche,C2703,2
2832,9,10,127,12,1181,209,219,148,2376,Commanche,C4758,1
2797,11,7,108,15,807,213,225,150,2758,Commanche,C4704,1
3302,300,41,85,0,3161,80,188,231,2151,Rawah,C8772,0
2921,306,15,90,24,2476,178,231,192,127,Commanche,C7756,1
3007,201,4,509,-18,1702,218,243,161,1544,Commanche,C7756,1
3041,4,12,127,-15,3335,204,218,150,1153,Commanche,C7756,1
3212,37,7,426,69,324,220,224,140,967,Commanche,C7756,0
2433,344,26,175,83,932,160,191,164,646,Cache,C4703,5
3205,329,21,153,10,2892,164,210,182,2482,Rawah,C7745,0
3325,5,25,108,32,2536,178,182,133,2673,Rawah,C8772,0
3109,114,8,182,28,1492,233,233,131,2940,Commanche,C7202,0
3008,343,11,424,76,3214,197,223,164,1024,Commanche,C7755,1
2491,128,3,255,48,124,224,237,149,1699,Cache,C2717,2
3313,101,22,90,31,1945,250,204,71,2758,Rawah,C8772,0
3026,11,15,182,31,1158,203,207,139,395,Commanche,C7700,0
3035,352,7,30,-4,3271,208,229,158,1114,Commanche,C7756,1
3020,71,9,335,-1,1138,231,222,124,607,Commanche,C7756,1
3031,121,17,90,6,2552,246,225,102,2040,Commanche,C7755,1
3081,105,16,60,9,3612,245,219,99,2329,Rawah,C7745,0
3225,90,17,30,0,4362,243,211,92,2038,Rawah,C7202,0
2747,227,32,190,121,671,158,249,212,1575,Commanche,C4758,1
2751,348,13,540,-34,618,194,217,161,655,Commanche,C4703,1
3316,79,5,175,-3,3808,226,231,139,2523,Rawah,C8771,6
2516,284,22,210,89,1300,153,234,218,771,Cache,C4703,1
2752,161,9,150,16,947,230,242,144,552,Commanche,C2703,2
2630,63,2,30,0,67,221,234,150,601,Commanche,C6102,1
3073,44,19,297,63,685,221,194,100,1747,Rawah,C7745,0
2904,349,31,190,60,2603,149,174,152,474,Commanche,C7757,1
2900,90,15,532,89,1772,242,215,99,2794,Commanche,C7202,1
3295,294,17,42,5,3506,169,234,203,1624,Rawah,C7745,0
3084,104,10,782,30,2525,237,228,121,2170,Commanche,C7756,0
2994,326,7,153,11,1786,203,232,168,3489,Rawah,C7202,0
3101,315,6,458,106,2729,203,235,171,1782,Commanche,C7756,1
2506,245,19,228,73,469,179,251,207,150,Cache,C4703,1
2940,22,15,60,13,1892,210,208,131,2460,Commanche,C7756,0
3054,92,7,466,82,2462,231,229,131,2187,Commanche,C7756,0
2343,300,4,30,2,67,209,238,168,752,Cache,C4703,2
2431,273,25,127,46,1448,147,238,226,616,Cache,C4703,5
2455,102,23,153,5,700,251,203,68,467,Cache,C2702,2
2453,280,21,60,16,900,158,237,216,577,Cache,C4703,1
3331,334,39,283,108,3404,104,158,175,3901,Rawah,C8772,0
3073,329,13,30,9,3090,189,225,175,2460,Rawah,C7202,0
2802,87,10,42,4,1008,236,223,118,2574,Commanche,C4704,1
2884,74,31,175,84,190,239,165,33,1332,Rawah,C7745,0
3094,326,10,170,21,2220,195,229,173,2230,Commanche,C7102,0
2939,304,2,150,0,1440,214,238,161,331,Commanche,C7202,1
3442,62,21,646,8,2538,233,193,83,2012,Rawah,C8776,0
3135,108,18,134,36,4123,248,215,88,2080,Rawah,C7745,0
2949,95,11,60,5,1140,238,224,116,421,Commanche,C7757,1
3082,29,5,390,7,2778,218,229,147,1681,Commanche,C7756,1
2999,272,12,421,84,2783,189,243,194,1575,Commanche,C7756,1
3093,283,3,495,39,2791,211,239,167,1825,Commanche,C7756,1
3064,222,17,150,46,743,197,254,190,592,Commanche,C7700,1
2705,150,12,497,97,579,235,240,133,108,Commanche,C2705,2
2479,113,25,212,-1,604,253,204,62,1380,Cache,C2706,2
3046,3,14,511,58,2372,200,212,148,2466,Commanche,C7202,0
3078,257,8,192,24,3049,201,245,183,1495,Commanche,C7756,1
3112,109,11,255,60,451,239,228,119,630,Commanche,C7756,1
3129,108,16,95,16,785,246,220,98,1652,Rawah,C7746,0
2867,103,12,95,-40,300,240,225,113,1549,Rawah,C7745,0
2807,46,13,30,-1,1438,224,211,119,2679,Commanche,C7102,0
2417,283,16,67,24,1233,176,239,203,828,Cache,C4703,5
2341,40,15,258,26,391,220,205,116,1134,Cache,C4703,5
2858,15,8,258,13,1073,213,223,147,2676,Commanche,C7756,0
3148,130,13,430,77,510,240,233,120,700,Commanche,C7756,0
3077,324,10,361,82,2631,194,229,175,1421,Commanche,C7755,1
3128,146,15,95,23,972,240,237,122,2089,Rawah,C7745,0
3015,154,12,95,24,2762,234,241,136,1575,Commanche,C7756,1
2809,135,1,180,21,1060,220,238,155,1087,Commanche,C4704,1
2459,326,5,60,15,1158,207,234,166,834,Cache,C4703,1
3055,39,3,659,83,2411,220,232,149,2347,Commanche,C7202,0
2904,61,9,636,-23,1915,227,222,128,2876,Commanche,C7202,0
2675,144,4,30,-1,1382,226,239,148,1492,Commanche,C6102,1
2808,99,11,150,20,474,238,225,117,2609,Commanche,C4704,1
3678,61,6,990,423,2654,225,228,137,1146,Rawah,C8776,0
3053,131,5,108,-3,3218,229,237,142,1298,Commanche,C7756,1
3016,17,13,180,41,1283,208,212,139,660,Commanche,C7700,0
3031,85,3,443,59,2448,223,234,147,2421,Commanche,C7202,0
2785,91,13,67,12,834,240,219,108,2609,Commanche,C4704,1
3257,328,9,313,78,4476,199,230,170,1416,Rawah,C8771,0
3302,304,43,85,12,3005,71,178,226,2318,Rawah,C8772,0
3057,93,9,636,85,2534,235,226,123,2250,Commanche,C7756,0
3298,116,18,371,122,1687,248,220,95,2868,Rawah,C8772,0
3111,64,12,85,4,932,231,215,114,511,Commanche,C7202,0
2362,289,19,67,21,216,164,234,209,759,Cache,C4703,2
3289,321,19,242,54,3677,167,218,189,3948,Rawah,C8771,0
2467,112,22,242,107,757,252,210,75,1209,Cache,C2717,2
2923,334,22,108,34,1351,163,204,177,1680,Commanche,C7757,1
3193,346,15,330,50,1959,191,216,163,3314,Rawah,C7745,0
3217,94,11,30,-7,4375,238,223,115,2016,Rawah,C7202,0
3363,335,17,524,136,1860,179,215,173,3001,Rawah,C8776,0
2998,319,9,691,-122,1678,196,232,175,2112,Commanche,C7755,1
3073,36,6,216,20,2763,220,226,143,1682,Commanche,C7756,1
2740,107,9,67,4,693,235,230,126,2197,Commanche,C4704,1
3099,32,14,42,-2,966,216,210,126,451,Commanche,C7202,0
2538,292,10,234,43,1154,191,238,187,900,Cache,C2717,1
2864,84,19,127,57,150,243,204,83,1020,Rawah,C7745,0
2905,295,16,60,19,2518,173,234,201,95,Commanche,C7756,1
3101,13,6,240,35,2388,214,227,150,2431,Commanche,C7756,1
