Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type,Cover_Type
2731,149,21,60,14,1396,242,234,110,1422,Commanche,C2705,1
3110,39,3,234,29,1608,220,232,149,3056,Commanche,C7202,0
2970,1,11,30,3,1114,204,219,152,824,Commanche,C7202,1
3413,33,22,551,198,2207,210,186,103,1898,Rawah,C8776,0
2887,239,13,170,61,960,196,251,191,1637,Commanche,C2705,1
3116,341,22,150,43,3520,168,201,169,2048,Rawah,C7202,0
3313,287,25,234,15,3770,142,229,223,1381,Rawah,C7745,0
2285,83,20,212,50,277,244,200,77,774,Cache,C2704,2
3032,51,16,400,94,2126,226,203,106,1744,Commanche,C7755,1
2964,72,22,270,-54,430,239,193,74,1529,Rawah,C7745,1
3308,72,11,300,26,1892,233,219,117,2564,Rawah,C8772,0
3019,0,10,192,33,2401,206,222,154,1983,Commanche,C7756,1
3085,104,18,234,81,2090,247,215,90,3634,Rawah,C7745,0
2744,69,6,0,0,579,226,228,136,2497,Commanche,C6102,4
3003,108,5,531,46,2761,228,234,141,1470,Commanche,C7756,1
3183,52,5,300,42,2313,223,228,141,1506,Commanche,C7756,1
3123,38,12,268,15,1865,220,214,127,870,Commanche,C7755,0
2875,59,26,153,80,180,229,175,64,1179,Rawah,C7745,1
3236,121,16,201,38,1618,246,225,103,2827,Rawah,C7745,0
3009,83,6,150,24,2096,228,230,137,1455,Commanche,C7755,1
3277,351,13,342,56,2089,196,217,159,3137,Rawah,C8772,0
2729,121,11,474,-15,626,239,231,121,313,Commanche,C2705,2
3035,6,7,30,-4,3241,211,226,152,1140,Commanche,C7756,1
2837,24,18,95,34,108,207,199,123,1340,Rawah,C7745,0
2770,23,17,234,38,977,207,201,125,1864,Commanche,C4703,1
2982,38,9,247,22,2070,221,221,135,942,Commanche,C7755,1
3065,69,25,446,88,524,237,183,63,1411,Rawah,C7746,1
2866,312,17,765,144,170,172,225,193,1565,Commanche,C4703,1
2931,193,19,124,26,930,215,251,163,1842,Commanche,C7757,1
2451,299,16,170,23,503,174,232,198,1790,Cache,C4703,2
2955,22,11,85,-4,2250,213,217,139,888,Commanche,C7755,0
2810,321,3,228,22,993,212,236,163,994,Commanche,C4704,1
2412,332,28,175,78,819,145,193,181,1053,Cache,C4703,5
3077,292,14,283,82,2561,181,237,196,1681,Commanche,C7756,1
2940,98,2,30,1,1291,222,236,151,488,Commanche,C7202,1
3092,309,30,234,61,2647,125,205,213,2803,Rawah,C7700,0
2551,62,18,60,14,272,232,199,92,1597,Commanche,C4703,5
3292,127,7,90,-3,3950,233,235,135,2218,Rawah,C8771,0
2452,329,18,42,14,1201,175,216,180,324,Cache,C4703,5
2933,80,29,30,-11,418,244,176,41,1664,Rawah,C7745,0
2728,222,17,120,33,969,197,254,190,1889,Commanche,C2705,4
3145,80,12,524,12,2120,236,219,113,1110,Commanche,C7755,1
3036,82,18,42,13,738,242,206,87,408,Commanche,C7757,1
2876,356,20,120,25,1290,184,201,151,2232,Commanche,C7755,1
2660,51,3,30,0,1744,221,232,147,1140,Commanche,C6102,1
2900,89,11,256,39,2290,237,222,115,659,Commanche,C7756,4
2511,111,17,201,44,591,247,219,95,277,Cache,C2717,1
2930,344,28,210,9,2135,152,184,163,402,Commanche,C7756,0
2414,32,27,42,23,488,202,169,88,984,Cache,C4703,2
3081,338,9,90,6,2200,201,228,166,2259,Commanche,C7756,0
2994,131,4,301,54,1777,227,237,145,792,Commanche,C7756,1
3514,107,22,391,80,2635,251,207,71,2154,Rawah,C8776,0
3007,90,26,67,23,607,249,189,53,1852,Rawah,C7745,0
3104,11,8,630,50,2498,211,223,148,2121,Commanche,C7756,1
3128,129,10,30,0,1159,236,234,128,2402,Rawah,C7745,0
2901,351,22,60,20,1260,175,197,156,1772,Commanche,C7757,1
2943,28,13,212,35,2161,215,212,132,511,Commanche,C7755,1
3255,303,22,443,92,1627,152,223,208,3072,Rawah,C8772,0
3139,315,8,725,65,1790,198,233,175,2728,Commanche,C7756,0
3251,102,22,192,37,1026,250,206,72,1006,Commanche,C8772,6
2731,22,7,446,32,67,216,225,146,759,Commanche,C4704,4
3087,15,9,30,6,1396,212,221,146,2932,Commanche,C7202,0
3146,311,17,150,50,1154,170,225,194,2135,Rawah,C7745,0
2494,288,15,190,59,330,178,238,200,190,Cache,C4703,1
3126,349,5,607,56,1919,211,232,159,2594,Commanche,C7101,0
3034,41,5,350,59,2967,221,229,144,457,Commanche,C7756,1
2534,100,11,242,51,201,238,226,118,1806,Cache,C2717,2
3204,147,23,342,99,1082,244,230,103,2110,Rawah,C7745,0
3011,76,30,524,-93,570,241,171,40,1595,Rawah,C7745,1
3045,216,19,255,73,600,198,254,187,1533,Commanche,C7757,1
3063,1,12,180,6,3326,202,216,151,1279,Commanche,C7756,1
3093,116,18,162,39,598,248,220,93,780,Commanche,C7700,1
2534,297,37,162,80,474,95,200,232,1065,Cache,C2705,1
3427,85,22,484,134,2335,245,197,71,2420,Rawah,C8772,0
3191,295,17,240,70,1273,169,233,203,2192,Rawah,C7745,0
2499,317,8,331,56,67,199,233,174,1723,Cache,C2717,2
2826,131,5,684,38,780,228,237,143,1451,Commanche,C4704,0
2902,115,4,342,70,722,227,236,144,1490,Commanche,C4704,1
3082,179,10,150,11,339,225,246,154,811,Commanche,C7755,1
3476,248,25,450,166,3515,159,249,221,1072,Rawah,C8776,0
3286,330,19,361,107,4377,172,214,180,1321,Rawah,C8771,6
3158,355,13,170,15,4362,199,218,156,1734,Rawah,C7202,0
2423,101,16,376,33,859,245,216,95,849,Cache,C2703,2
3480,308,27,85,46,2953,137,212,210,2060,Rawah,C8776,0
2288,165,32,30,8,1561,229,231,108,644,Cache,C2704,2
2418,68,20,30,12,384,236,195,81,384,Cache,C4703,5
3045,118,18,120,3,808,248,221,95,787,Commanche,C7700,1
3113,304,28,295,46,1816,130,212,216,3387,Rawah,C7745,0
3051,327,11,0,0,3036,192,227,174,2551,Rawah,C7202,0
2889,200,6,285,57,990,218,245,163,1784,Commanche,C4704,1
3028,38,17,30,0,834,218,202,114,2016,Rawah,C7745,0
3462,65,14,674,228,2103,233,210,106,1764,Rawah,C8776,0
2558,306,17,256,88,573,171,228,196,725,Cache,C4703,1
3222,116,29,324,38,3167,254,199,50,2906,Rawah,C8772,0
3117,140,15,277,102,524,241,234,119,1068,Commanche,C7757,1
3004,17,15,182,31,1260,206,207,135,900,Commanche,C7700,0
3112,143,17,201,41,182,242,234,115,888,Commanche,C7756,1
3039,264,5,150,13,1994,208,242,173,1698,Commanche,C7755,1
2399,272,12,120,26,661,187,243,195,1430,Cache,C4704,5
2553,318,20,268,90,721,162,217,193,735,Cache,C4703,1
3366,335,18,277,84,2181,177,213,174,2918,Rawah,C8776,0
2551,178,6,323,82,1120,223,244,155,720,Cache,C2717,1
3215,83,22,240,19,1731,244,197,72,2550,Rawah,C8772,0
3080,127,20,180,26,750,249,222,93,807,Commanche,C7700,1
3196,133,18,134,34,1442,245,229,105,2658,Rawah,C7745,0
2341,326,22,210,93,979,160,209,186,953,Cache,C4703,5
2760,73,6,124,14,433,227,229,136,2684,Commanche,C7755,1
3067,80,23,268,54,2379,243,192,66,1856,Commanche,C7755,1
2850,85,6,582,24,720,228,230,136,1380,Commanche,C4704,1
3018,115,14,67,15,2550,243,226,109,2089,Commanche,C7755,1
2996,184,12,30,9,1062,222,248,157,577,Commanche,C7202,1
3031,310,19,180,71,2490,165,224,197,1082,Commanche,C7755,1
2324,66,9,180,37,1130,229,223,127,1024,Cache,C2704,2
3081,66,24,518,104,560,235,184,67,1470,Rawah,C7746,1
3003,296,6,430,-31,1710,203,238,175,1717,Commanche,C7755,1
3458,300,29,90,44,3048,127,214,221,2008,Rawah,C8776,0
3022,193,17,170,38,630,216,251,164,1473,Commanche,C7757,1
3084,257,8,400,30,2804,202,245,181,1782,Commanche,C7756,1
2993,346,20,361,172,2746,178,205,163,743,Commanche,C7756,1
3370,298,28,162,-14,3178,130,217,221,2007,Rawah,C8772,0
3091,322,12,134,28,1470,190,228,178,3087,Commanche,C7755,1
3176,342,6,30,4,4525,208,231,162,1790,Rawah,C7202,0
2498,101,27,30,11,661,252,193,51,1084,Cache,C2705,1
2936,84,13,60,-2,553,238,218,108,2324,Commanche,C7756,1
2926,287,18,108,-4,2563,168,236,208,30,Commanche,C7756,1
3174,104,30,247,61,810,253,186,37,1648,Rawah,C7746,0
2462,331,19,134,31,1328,172,213,179,469,Cache,C4703,5
3273,313,24,108,7,3695,150,214,201,1561,Rawah,C7745,0
2815,35,16,95,20,1396,217,204,118,2821,Commanche,C7700,0
2598,345,11,458,37,595,198,222,163,785,Commanche,C4704,2
2730,256,36,134,84,1003,117,235,241,1482,Commanche,C4758,1
2566,359,18,497,180,864,191,204,149,1159,Cache,C4703,2
3136,283,14,42,6,3653,179,240,200,1935,Rawah,C7700,0
3124,24,11,153,16,1745,214,216,137,743,Commanche,C7755,0
3117,2,6,671,36,1978,211,228,154,2634,Commanche,C7756,0
2412,297,21,365,142,1020,157,228,210,242,Cache,C4703,5
3354,332,17,497,127,1860,177,215,176,2995,Rawah,C8772,0
2294,263,29,30,13,1388,137,239,233,765,Cache,C4703,5
2465,169,2,540,159,924,221,240,155,1101,Cache,C2717,2
2457,180,6,485,187,828,222,244,156,949,Cache,C2717,2
2778,24,17,258,42,1006,208,200,124,1839,Commanche,C4703,1
2473,279,18,242,23,900,169,240,209,95,Cache,C2703,5
2726,126,9,323,16,1430,235,234,130,895,Commanche,C4704,2
2907,243,18,313,126,1170,182,252,205,1747,Commanche,C2705,1
3032,99,5,300,9,2886,228,233,140,1371,Commanche,C7756,1
3039,88,16,495,100,362,242,211,93,1871,Commanche,C7757,1
3261,78,18,297,74,849,241,204,86,967,Commanche,C8772,6
3190,42,11,175,-8,1465,222,215,127,485,Commanche,C7756,1
2749,39,16,558,74,591,219,202,113,1289,Commanche,C4704,1
3005,154,18,42,4,999,238,238,123,541,Commanche,C7700,1
2963,303,16,134,43,2160,175,231,195,2279,Commanche,C7757,1
3122,36,33,201,6,997,199,151,66,1598,Rawah,C7745,0
3279,282,27,192,43,3824,136,230,228,1385,Rawah,C7745,0
2526,326,7,240,43,210,203,232,168,408,Cache,C2717,1
2547,303,14,180,54,295,180,232,193,807,Cache,C4703,1
2747,76,14,134,37,1317,236,214,106,1503,Commanche,C4704,1
3471,29,19,812,59,2547,210,195,115,1852,Rawah,C8776,0
3166,5,20,371,25,2250,190,196,139,1400,Commanche,C7756,1
3009,118,13,162,-9,518,241,228,115,1670,Rawah,C7745,0
2793,216,10,300,71,319,210,250,176,2089,Commanche,C4703,1
2513,54,21,180,85,722,227,191,89,404,Cache,C4703,1
2688,152,13,150,19,1041,236,240,132,543,Commanche,C2703,2
3079,21,4,90,-3,1697,217,231,151,782,Commanche,C7755,0
2911,94,11,124,3,765,238,223,115,2482,Commanche,C7756,1
3335,108,8,404,74,960,233,232,130,1289,Commanche,C8772,6
3366,72,2,659,81,1812,221,235,151,1947,Rawah,C8771,0
2848,24,9,319,37,1573,215,220,141,3071,Commanche,C7202,0
2689,76,10,390,-31,713,232,222,121,162,Commanche,C4703,5
2883,324,11,30,1,1770,192,228,176,2230,Commanche,C7202,0
3095,324,7,306,37,2359,203,233,169,2156,Commanche,C7756,0
3013,296,11,495,-21,1710,188,237,188,2017,Commanche,C7755,1
2915,22,18,618,181,361,206,199,125,1211,Commanche,C4703,1
3076,21,13,541,77,2802,211,212,135,1902,Commanche,C7756,1
2889,112,15,67,7,1710,244,224,105,2131,Commanche,C7755,1
2695,33,12,371,38,408,218,214,131,808,Commanche,C4704,1
2888,96,19,175,60,216,247,209,84,1348,Rawah,C7745,0
3293,55,19,510,59,1500,228,196,93,2305,Rawah,C8772,0
3172,63,12,190,3,1445,230,216,117,400,Commanche,C7700,0
2961,43,8,30,0,1110,222,222,135,972,Commanche,C7202,1
3009,93,30,323,-64,577,250,180,37,1624,Rawah,C7745,1
2477,124,14,108,25,499,243,229,111,1395,Cache,C2717,5
2871,124,24,30,-3,182,252,215,76,1015,Rawah,C7745,0
3011,36,16,175,19,560,217,203,117,1784,Rawah,C7745,0
2462,294,17,228,48,210,168,233,204,700,Cache,C4703,2
2702,41,20,127,37,1717,218,193,102,1165,Commanche,C4703,1
3012,325,4,570,97,2656,210,235,163,1746,Commanche,C7756,1
3149,41,14,306,43,2296,221,209,121,1598,Commanche,C7756,1
2401,180,15,457,58,594,224,248,152,849,Cache,C2704,2
2774,108,36,297,154,624,253,175,16,1024,Commanche,C7757,1
2924,110,25,0,0,365,253,204,64,1597,Rawah,C7746,0
2498,304,16,108,28,576,174,230,196,569,Cache,C4703,1
2806,207,30,277,172,847,186,250,182,1676,Commanche,C4758,1
2589,43,9,242,63,366,222,220,133,983,Cache,C2717,2
3235,272,31,60,28,1299,126,232,237,2563,Rawah,C8772,0
3104,354,25,277,69,792,171,189,149,1825,Rawah,C7745,0
3114,326,9,400,6,2377,198,230,172,2400,Commanche,C7756,1
2823,21,18,124,35,1266,206,200,127,2996,Commanche,C7700,0
2718,47,9,433,43,488,224,220,130,1250,Commanche,C4704,1
2369,350,25,42,12,1451,166,190,156,466,Cache,C4703,5
2639,28,10,134,14,175,216,218,137,451,Commanche,C4704,1
3061,313,9,297,48,2495,196,233,177,1861,Commanche,C7756,0
3016,83,12,404,39,2761,237,218,110,1478,Commanche,C7756,1
2364,126,22,134,59,841,250,219,85,782,Cache,C2704,2
2444,252,14,201,-5,972,188,249,198,95,Cache,C2717,5
2937,160,19,390,99,769,236,240,127,2120,Commanche,C7757,4
3209,313,19,366,92,1476,167,223,194,2996,Rawah,C7746,0
2977,350,5,360,45,1998,210,231,159,774,Commanche,C7756,0
2879,88,25,180,77,180,248,189,55,1026,Rawah,C7745,1
3169,39,6,30,1,4549,221,226,141,1874,Rawah,C7202,0
3107,139,10,335,94,2184,236,237,131,3630,Rawah,C7745,0
3095,56,28,256,32,1180,225,169,58,134,Commanche,C7700,0
3093,157,15,85,5,815,235,241,132,1958,Rawah,C7745,0
2524,275,10,270,41,437,192,243,190,162,Cache,C2717,1
2397,103,11,420,7,1057,238,226,118,1064,Cache,C2703,2
2969,300,7,0,0,1082,202,237,175,859,Commanche,C7202,1
2435,258,20,242,18,108,168,247,215,391,Cache,C4703,2
3118,13,14,306,-16,1283,205,209,139,212,Commanche,C7700,0
3091,324,9,216,25,2254,198,231,172,2395,Commanche,C7756,1
2909,56,12,30,7,1342,228,214,117,1500,Commanche,C7757,1
2785,278,16,268,91,966,176,241,204,1921,Commanche,C2705,4
3096,32,12,0,0,1209,217,214,130,2266,Rawah,C7745,0
3100,157,10,300,82,711,232,242,140,757,Commanche,C7756,1
3100,76,19,162,32,938,240,202,85,2145,Rawah,C7745,0
3036,293,7,362,1,1861,200,239,178,2061,Commanche,C7755,1
3006,86,26,60,3,582,247,187,53,1812,Rawah,C7745,0
2930,74,14,591,51,1924,236,213,106,2751,Commanche,C7202,1
2883,117,7,30,-3,912,233,233,132,2356,Commanche,C6102,1
2444,283,28,277,1,361,131,228,230,1809,Cache,C4703,2
2946,139,5,0,0,1087,228,238,144,1095,Commanche,C7202,1
3113,324,9,390,48,2177,198,231,172,2326,Commanche,C7756,0
2709,69,7,255,17,870,228,226,131,306,Commanche,C4703,1
2680,34,12,443,-3,708,218,214,130,309,Commanche,C4703,1
2884,36,13,532,150,300,219,211,126,1091,Commanche,C4704,1
2481,314,35,120,67,342,107,188,210,918,Cache,C4703,2
2331,308,17,30,5,1025,173,228,194,1431,Cache,C4703,5
3365,272,18,212,83,2259,171,243,210,2787,Rawah,C8772,0
2477,6,9,384,63,400,209,222,151,1012,Cache,C2717,5
3219,77,13,573,114,1057,236,216,110,2060,Rawah,C7745,1
3163,105,25,175,50,904,252,200,59,1768,Rawah,C7746,0
2993,152,14,30,2,2713,237,239,130,1651,Commanche,C7102,1
3489,45,17,743,255,2252,222,201,107,1676,Rawah,C8776,0
3040,61,12,30,7,1831,230,214,115,3139,Commanche,C7202,0
3063,302,13,379,38,2648,183,234,190,1307,Commanche,C7755,1
2359,22,30,30,16,1091,188,163,97,808,Cache,C4703,5
2388,272,17,212,58,60,173,243,208,540,Cache,C4703,2
3275,86,8,150,-14,4050,232,227,129,2147,Rawah,C8771,0
3404,220,20,459,149,3543,191,254,193,792,Rawah,C8772,0
2885,100,25,0,0,277,251,198,60,1516,Rawah,C7746,0
2913,91,19,30,-8,300,246,206,81,1181,Rawah,C7745,0
2888,113,15,190,31,2340,245,223,103,604,Commanche,C4758,4
2847,100,19,382,228,525,248,210,83,966,Commanche,C7756,1
3037,21,12,108,12,2850,212,213,137,1159,Commanche,C7755,1
3047,70,18,42,11,631,236,202,90,484,Commanche,C7755,1
2974,97,18,323,86,2279,246,211,87,1806,Commanche,C7700,1
2848,195,16,60,16,990,216,251,165,1708,Commanche,C2705,1
3058,74,18,90,32,1804,239,203,89,3111,Commanche,C7757,0
3140,351,6,765,76,1856,210,230,159,2688,Commanche,C7756,0
2892,257,4,212,66,924,209,242,171,1601,Commanche,C4704,1
2437,325,17,313,81,811,176,219,182,1480,Cache,C4703,5
3023,356,14,120,-3,1380,197,214,154,997,Commanche,C7700,0
2987,192,8,547,-33,1376,220,247,161,1549,Commanche,C7755,1
3169,34,14,60,21,1565,217,210,125,2492,Rawah,C7745,0
2816,315,4,150,25,1144,210,236,165,1974,Commanche,C4704,1
3114,115,28,228,78,2970,254,200,53,2866,Rawah,C7745,0
2387,72,15,0,0,691,236,210,102,865,Cache,C2702,3
3051,122,16,85,19,2270,246,226,103,3365,Rawah,C7745,0
3018,50,8,153,27,2754,224,223,133,1558,Commanche,C7756,1
3131,45,10,371,19,1972,223,218,129,977,Commanche,C7755,0
3012,329,6,242,51,2480,207,233,165,2471,Commanche,C7756,1
2371,310,18,153,38,30,168,225,196,600,Cache,C4703,2
2943,111,20,591,111,552,250,214,83,1381,Commanche,C4704,1
2817,4,11,42,5,1116,206,220,151,2455,Commanche,C4704,1
2928,328,27,170,73,2630,143,196,186,400,Commanche,C7757,1
3137,198,2,404,122,430,218,240,158,937,Commanche,C7756,1
3078,28,6,335,21,3166,218,228,146,1445,Commanche,C7756,1
3045,110,6,541,73,2539,230,234,138,2305,Commanche,C7202,0
2759,102,11,360,3,735,239,225,116,480,Commanche,C4704,1
2954,22,19,108,28,2053,205,196,122,2271,Commanche,C7756,0
3617,31,20,592,205,2940,210,193,112,1405,Rawah,C8776,0
3257,216,6,457,144,1167,214,246,169,2012,Rawah,C7745,1
2979,114,20,153,36,417,250,216,85,1282,Rawah,C7745,0
2366,20,20,175,-7,895,202,193,121,960,Cache,C4703,5
2371,80,19,134,43,446,241,203,85,443,Cache,C4703,5
2936,223,10,258,-12,2155,207,250,178,395,Commanche,C7756,0
2802,356,11,300,14,914,203,221,156,930,Commanche,C4704,1
2816,208,24,268,-15,1218,194,254,183,1684,Commanche,C2705,1
3129,35,8,541,48,1745,219,223,139,2835,Commanche,C7756,0
2394,315,6,268,50,892,205,235,170,1543,Cache,C4704,5
3045,182,8,60,-1,671,223,245,156,953,Commanche,C7202,1
2992,28,8,272,52,1271,217,223,141,636,Commanche,C7202,0
3070,288,18,150,37,2874,168,236,206,2642,Rawah,C7700,0
3282,290,19,391,24,2068,165,234,208,3151,Rawah,C8772,0
3124,132,19,190,19,837,246,227,101,1930,Rawah,C7745,0
2521,239,22,268,88,511,175,252,209,192,Cache,C4703,1
2945,292,11,30,5,2066,188,238,189,485,Commanche,C7101,1
2932,203,14,750,295,1100,212,252,172,1719,Commanche,C7756,1
2648,336,8,379,95,633,202,229,166,1149,Commanche,C2703,2
3226,135,11,306,64,1415,237,236,128,2601,Rawah,C7745,0
3524,23,2,342,110,2898,218,235,154,1884,Rawah,C8776,0
3215,350,25,319,66,4447,167,190,155,1574,Rawah,C8771,0
3317,323,16,509,90,1822,178,222,183,3127,Rawah,C8772,0
3181,97,16,430,76,900,244,215,95,1924,Rawah,C7746,1
3095,196,12,228,43,331,217,250,165,671,Commanche,C7700,1
3042,64,22,390,55,2242,234,188,75,1801,Commanche,C7755,1
2360,348,19,150,35,1570,182,206,161,582,Cache,C4703,5
2662,231,33,95,45,450,150,248,218,1456,Commanche,C4758,1
2997,45,5,330,57,1253,221,229,143,680,Commanche,C7202,0
3006,323,16,90,18,2649,179,222,182,1777,Commanche,C7756,1
2807,129,16,90,-6,1230,245,228,107,1651,Commanche,C4703,1
3073,333,2,60,1,3580,214,236,160,2242,Rawah,C7202,0
3215,18,21,124,52,4191,199,192,123,1443,Rawah,C8771,0
2928,347,22,134,47,1320,174,200,161,1830,Commanche,C7757,1
2966,74,16,277,46,1830,237,208,98,1863,Commanche,C7755,1
3362,83,24,309,80,2163,245,192,63,2553,Rawah,C8772,0
2916,123,13,268,22,808,241,230,115,2448,Commanche,C7756,1
2944,45,11,85,4,1350,223,217,127,421,Commanche,C7756,1
3102,126,19,330,64,782,248,224,96,1728,Rawah,C7745,0
2380,276,15,30,1,1146,178,242,203,834,Cache,C4703,5
3014,1,14,513,82,3331,199,213,150,900,Commanche,C7755,1
3225,77,16,268,29,1758,238,210,98,2532,Rawah,C8772,0
2635,83,10,150,27,300,235,222,119,366,Commanche,C4704,1
3115,81,22,351,138,658,243,195,70,1511,Rawah,C7746,0
3095,80,7,671,41,2624,229,228,133,2040,Commanche,C7756,0
3215,89,21,240,77,1717,246,202,75,2574,Rawah,C8772,0
3442,98,28,571,8,2446,252,190,47,2259,Rawah,C8776,0
3018,200,25,90,-4,872,202,252,172,926,Commanche,C4758,1
2783,106,11,30,5,947,239,227,117,2185,Commanche,C4704,1
3079,337,7,285,22,3304,204,230,165,1273,Commanche,C7756,1
3042,124,5,297,57,3026,229,236,141,451,Commanche,C7756,1
3113,148,19,247,42,242,241,235,115,828,Commanche,C7756,1
