Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type,Cover_Type
2802,45,12,0,0,1443,223,214,123,2704,Commanche,C7102,0
3472,53,20,716,257,2340,226,194,93,1729,Rawah,C8776,0
3275,124,10,60,-9,3955,238,233,125,2125,Rawah,C8771,0
3082,155,13,175,47,693,235,241,133,390,Commanche,C7757,0
2526,340,10,335,22,120,200,226,165,1868,Cache,C2717,2
2803,11,11,671,69,360,209,218,146,1027,Commanche,C4704,1
3209,65,15,30,3,4347,233,207,102,1931,Rawah,C7202,0
2426,175,30,150,70,430,221,239,129,1100,Cache,C2705,2
2975,267,12,175,30,2690,188,245,196,618,Commanche,C7757,1
2994,98,21,192,54,1087,249,206,76,601,Commanche,C7757,1
3392,13,20,256,99,2598,196,195,131,2520,Rawah,C8772,0
2277,61,13,30,1,1443,230,212,112,558,Cache,C6102,3
2472,163,6,272,38,666,226,242,150,1315,Cache,C2717,5
3170,72,34,255,30,1087,235,154,22,1668,Rawah,C7745,0
2885,151,12,446,97,1470,235,240,133,1616,Commanche,C4704,1
2906,185,19,162,47,990,220,249,154,2047,Commanche,C7757,1
2829,141,13,277,78,666,239,236,124,2827,Commanche,C4704,1
3240,357,8,335,12,2028,207,226,156,1020,Commanche,C7755,0
3131,136,17,255,60,180,244,231,109,911,Commanche,C7756,1
3153,98,13,201,40,870,241,221,107,1800,Rawah,C7745,0
2854,77,8,150,2,1107,231,225,127,2552,Commanche,C7756,1
2533,18,18,150,56,969,203,199,129,1012,Cache,C4703,2
2903,354,12,182,-13,1570,200,219,157,2308,Commanche,C4758,1
3032,12,20,67,3,825,196,196,132,1979,Rawah,C7745,0
2773,347,9,30,4,674,204,226,161,2868,Commanche,C7755,1
3337,90,8,424,74,960,233,227,127,1318,Commanche,C8772,6
3128,135,12,277,96,2801,238,235,125,3039,Rawah,C7745,0
3038,339,12,42,5,2192,195,223,167,1836,Commanche,C7756,1
3068,60,13,750,96,2381,230,213,114,2317,Commanche,C7756,0
2389,245,18,300,119,1084,180,251,206,342,Cache,C4703,5
3066,30,8,379,67,3049,218,223,140,1626,Commanche,C7756,1
2876,38,14,446,50,900,219,208,120,1563,Commanche,C4704,1
3136,139,10,0,0,1254,236,237,131,2496,Rawah,C7745,0
3062,66,10,153,-5,1711,230,219,121,953,Commanche,C7755,0
3027,103,6,67,4,3013,231,232,134,1383,Commanche,C7756,0
2605,12,16,421,118,751,203,206,138,1006,Cache,C4704,2
3113,50,7,402,32,1784,224,224,135,2885,Commanche,C7756,0
3205,90,15,309,78,752,242,215,99,781,Commanche,C7755,6
3334,66,5,90,8,1320,225,230,141,1517,Commanche,C7755,0
2969,306,10,270,54,2955,192,235,183,1477,Commanche,C7755,1
3120,118,15,277,90,2696,244,226,107,3125,Rawah,C7745,0
2957,357,13,277,29,1911,199,216,154,2852,Commanche,C7756,1
3105,137,25,150,-8,3354,249,221,85,2536,Rawah,C7745,0
3061,98,8,674,89,2514,234,228,126,2244,Commanche,C7756,0
2447,336,16,120,17,285,184,217,172,1173,Cache,C4704,5
2979,87,16,443,87,2095,242,213,97,2591,Commanche,C7756,1
2875,263,12,458,229,1142,190,246,194,1806,Commanche,C7757,1
3244,74,10,595,104,1239,232,222,122,2001,Rawah,C8771,0
3086,354,9,134,20,2281,205,224,157,2324,Commanche,C7756,0
3098,84,20,108,15,932,244,202,80,2125,Rawah,C7745,0
3125,326,9,646,71,2073,198,230,172,2473,Commanche,C7756,0
2787,117,7,150,14,679,233,233,132,2718,Commanche,C4704,1
3140,120,21,313,27,871,250,217,84,1822,Rawah,C7745,0
2628,72,4,30,0,67,224,232,144,571,Commanche,C6102,1
3077,238,3,335,23,2806,214,242,166,1764,Commanche,C7756,1
2886,357,18,30,15,1200,188,203,150,1926,Commanche,C7202,1
3214,311,20,30,12,3092,163,222,198,2293,Rawah,C7745,0
2510,329,4,216,41,0,210,235,163,541,Cache,C2717,1
3446,67,18,319,129,4194,235,202,93,819,Rawah,C8776,0
3221,103,15,469,108,1084,244,220,101,1931,Rawah,C7745,0
3040,27,8,323,57,3019,217,222,141,437,Commanche,C7756,1
2600,352,13,408,39,558,198,218,158,828,Commanche,C4704,2
2485,94,29,295,87,837,251,185,42,591,Cache,C2702,2
2463,87,12,511,107,666,238,220,111,1034,Cache,C2717,5
3130,309,23,95,17,2162,153,219,203,3151,Rawah,C7745,0
3310,148,26,319,57,4011,243,228,96,2455,Rawah,C7202,0
3071,297,13,124,22,2208,183,235,192,3216,Rawah,C7201,0
3163,321,15,0,0,4062,182,224,182,1529,Rawah,C8771,0
3657,49,21,1110,402,2575,223,190,92,1273,Rawah,C8776,0
3431,42,21,592,216,2240,218,189,97,1855,Rawah,C8776,0
3040,169,2,170,17,3051,221,240,155,1271,Commanche,C7756,1
2320,85,5,150,45,240,228,231,137,1566,Cache,C2703,2
2974,54,13,190,14,2130,227,211,115,920,Commanche,C7756,1
3017,117,9,255,68,960,236,232,128,532,Commanche,C7756,1
2850,59,15,376,62,1142,230,207,106,1475,Commanche,C4704,1
2343,302,35,120,63,443,102,199,225,1723,Cache,C4703,2
2886,137,10,335,58,1057,235,237,132,2525,Commanche,C7757,1
2512,57,10,120,29,379,227,220,126,339,Cache,C2717,1
3020,121,11,242,48,2260,239,231,121,2415,Commanche,C7756,0
3100,299,6,366,2,2438,202,238,175,2143,Commanche,C7756,1
3041,248,3,437,57,3245,214,241,165,730,Commanche,C7756,1
3002,330,23,331,62,1530,160,205,182,785,Commanche,C7700,1
2978,64,19,417,178,433,234,197,88,1448,Rawah,C7745,0
3118,6,7,255,5,2316,211,226,152,2293,Commanche,C7756,1
3052,41,5,404,53,2372,221,229,144,2139,Commanche,C7756,0
3166,8,19,242,53,4297,194,198,138,1637,Rawah,C8771,0
2397,134,15,95,45,297,242,232,115,953,Cache,C2705,2
2979,142,8,277,41,2520,233,238,137,1711,Commanche,C7756,0
3010,315,5,540,95,2685,206,235,169,1717,Commanche,C7756,1
2946,15,30,256,31,2220,179,165,108,503,Commanche,C7756,0
3414,46,26,808,132,2455,217,174,76,1986,Rawah,C8776,0
3008,353,9,474,76,3302,204,224,158,932,Commanche,C7755,1
3223,288,19,350,112,1158,163,234,210,2072,Rawah,C7745,0
3111,135,1,524,57,2223,220,238,154,2323,Commanche,C7756,0
2306,25,23,0,0,1200,201,183,109,987,Cache,C4703,5
2988,287,6,242,10,2792,204,240,175,582,Commanche,C7756,1
2480,80,7,162,28,551,229,228,133,1383,Cache,C2717,5
2450,214,7,454,144,967,214,247,169,1205,Cache,C2717,2
3370,57,17,170,-21,3616,229,201,98,2630,Rawah,C8708,6
3530,53,19,892,315,2405,227,197,96,1530,Rawah,C8776,0
3088,342,6,600,87,2164,208,231,162,2549,Commanche,C7756,0
3455,78,21,569,21,2563,242,197,76,2049,Rawah,C8776,0
3257,303,31,95,33,2967,119,207,221,2372,Rawah,C8772,0
2517,23,18,450,161,865,206,199,124,1324,Cache,C4703,2
3200,131,14,212,37,2521,242,232,117,1514,Commanche,C7755,0
3138,86,32,457,33,810,246,168,24,1834,Rawah,C7745,1
2914,91,21,108,-24,256,247,201,72,1142,Rawah,C7745,1
2991,135,4,270,59,2075,226,238,146,832,Commanche,C7756,1
2993,171,19,319,77,720,229,245,140,1801,Commanche,C7757,1
3078,68,5,342,38,2847,225,230,139,1521,Commanche,C7756,1
3069,90,15,30,-3,2595,242,214,98,1933,Commanche,C7755,0
2920,115,16,192,52,1470,245,223,102,2133,Commanche,C7755,1
2675,157,6,0,0,42,227,241,148,1195,Commanche,C6102,1
3139,315,8,725,65,1790,198,233,175,2728,Commanche,C7756,0
3240,314,19,270,61,4555,164,221,195,1531,Rawah,C8771,0
2958,98,16,30,7,1053,245,215,94,272,Commanche,C7757,1
2901,122,3,404,48,1728,225,237,147,2683,Commanche,C7755,1
3100,190,4,408,23,2598,220,243,159,1939,Commanche,C7756,0
3128,47,12,0,0,1436,224,214,123,2401,Rawah,C7745,0
2988,321,3,470,3,1830,212,236,163,1107,Commanche,C7756,1
3058,12,10,201,31,2791,210,219,146,1224,Commanche,C7755,1
2876,86,11,108,28,1355,236,221,115,2340,Commanche,C7755,1
3073,325,10,365,78,2627,196,230,173,1392,Commanche,C7755,1
2927,16,16,661,193,404,204,204,133,1253,Commanche,C4703,1
3046,239,10,268,82,2553,202,249,184,1206,Commanche,C7755,1
3087,316,14,124,26,1500,183,228,184,3115,Commanche,C7755,1
2857,133,17,360,46,1570,245,230,108,2906,Commanche,C7202,1
3084,55,21,90,-17,666,228,191,87,1572,Rawah,C7745,0
3344,90,27,382,157,3909,249,185,47,2590,Rawah,C8772,0
3396,235,26,30,21,3341,166,252,214,1595,Rawah,C8772,0
3028,120,7,42,2,2098,232,235,136,1732,Commanche,C7756,1
2846,41,10,240,58,1215,221,218,131,3134,Commanche,C7756,0
3065,62,9,30,2,960,228,221,125,313,Commanche,C7202,0
2447,279,21,218,-15,90,157,237,218,365,Cache,C4703,2
3251,191,20,124,17,3346,215,251,161,2926,Rawah,C7745,0
3113,308,17,108,-4,3812,171,227,195,1871,Rawah,C7700,0
3257,176,25,212,61,3277,224,244,138,2903,Rawah,C7745,0
2517,128,18,212,67,604,247,226,100,285,Cache,C2717,1
2943,310,16,60,14,2160,175,228,192,2195,Commanche,C7202,0
3184,86,13,240,79,1172,239,217,107,2314,Rawah,C7745,1
2418,89,19,201,60,849,245,206,83,1316,Cache,C2717,5
2940,78,22,295,137,309,242,194,72,1433,Rawah,C7745,0
3143,139,10,351,89,541,236,237,131,742,Commanche,C7756,1
2832,128,12,127,25,1248,239,233,122,3121,Commanche,C7755,1
3214,175,3,390,82,258,221,240,156,924,Commanche,C7756,0
3143,331,20,108,25,1337,167,210,180,2280,Rawah,C7745,0
2264,292,19,30,11,365,162,232,209,698,Cache,C6101,2
3005,290,9,481,-29,1679,195,239,183,1934,Commanche,C7755,1
2989,256,10,134,11,2842,197,246,187,509,Commanche,C7756,0
3089,17,9,569,35,2821,213,221,145,1829,Commanche,C7756,1
3488,68,23,752,273,2397,236,187,70,1716,Rawah,C8776,0
3093,301,8,402,98,2685,197,237,179,1719,Commanche,C7756,1
2835,41,9,85,11,853,221,221,134,2475,Commanche,C6102,0
2810,63,3,256,22,1082,222,233,146,1231,Commanche,C4704,1
2755,1,9,60,4,418,207,223,153,2670,Commanche,C7755,0
3513,270,19,240,101,3089,168,243,213,1634,Rawah,C8776,0
3010,10,13,180,35,1273,205,213,143,720,Commanche,C7700,0
2558,326,21,295,95,725,164,211,185,765,Cache,C2717,1
2377,54,14,95,28,511,228,209,111,1120,Cache,C4703,2
3001,66,9,60,1,999,229,223,127,391,Commanche,C7202,0
3116,311,25,376,49,1734,146,214,204,3304,Rawah,C7745,0
2510,94,10,85,5,361,236,226,120,1532,Cache,C2717,5
2757,128,8,30,2,1383,233,235,134,1657,Commanche,C7101,0
3063,241,6,150,23,3144,208,245,175,1357,Commanche,C7756,1
2363,102,20,127,83,1584,249,209,79,778,Cache,C2703,2
3139,71,16,95,0,953,236,206,96,1495,Rawah,C7745,0
2470,342,23,90,39,1236,167,200,167,391,Cache,C4703,5
3061,53,12,258,4,3158,227,214,119,1440,Commanche,C7756,1
3126,96,4,360,22,1958,227,233,141,997,Commanche,C7755,0
3003,249,31,60,42,2753,139,244,231,162,Commanche,C7757,1
3190,42,11,175,-8,1465,222,215,127,485,Commanche,C7756,1
2543,30,9,277,35,750,218,220,137,902,Cache,C2717,1
3055,322,5,153,20,2230,206,234,167,1953,Commanche,C7756,1
3191,117,17,162,23,4587,246,222,99,2024,Rawah,C7202,0
3091,170,4,201,14,2469,223,241,154,2008,Commanche,C7756,0
3250,188,21,323,137,1052,217,250,158,1907,Rawah,C7746,0
2486,12,26,295,113,738,183,176,120,1240,Cache,C4703,2
2331,300,17,175,61,1230,171,231,200,319,Cache,C4703,5
3136,65,11,150,14,1315,230,218,120,2496,Rawah,C7745,0
3147,3,12,30,4,1465,204,217,150,2400,Rawah,C7745,0
2695,198,19,60,-1,1707,210,253,170,1189,Commanche,C2705,1
2964,283,14,175,34,2669,179,240,200,552,Commanche,C7757,1
2824,358,8,95,13,1260,208,225,155,2898,Commanche,C7755,0
3346,300,19,42,-4,3488,162,228,205,1485,Rawah,C8772,0
3227,20,10,268,24,1475,214,220,142,2330,Rawah,C7745,0
3039,14,10,201,0,3217,211,220,145,1041,Commanche,C7756,0
3113,306,15,0,0,2233,177,230,193,3101,Rawah,C7201,0
2922,63,24,240,127,242,233,182,68,1218,Rawah,C7745,1
2859,297,15,607,137,216,177,234,197,1731,Commanche,C4703,1
2870,139,15,323,87,853,241,234,119,2902,Commanche,C4704,1
2998,69,12,90,12,2151,233,216,113,1412,Commanche,C7755,1
2582,108,34,150,95,757,254,180,25,1080,Cache,C2705,1
2467,31,14,0,0,1158,216,209,126,834,Cache,C4703,1
2954,328,4,30,2,1231,209,234,164,324,Commanche,C7202,1
2722,88,8,0,0,1454,233,227,126,1381,Commanche,C7101,4
3191,42,7,67,0,4310,222,224,137,1740,Rawah,C7202,0
2984,297,11,120,43,2370,189,237,187,2308,Commanche,C7757,1
2883,64,7,362,59,892,227,226,133,2773,Commanche,C4704,0
3211,114,20,384,71,1121,250,216,85,1790,Rawah,C7745,0
2407,258,19,218,62,162,171,247,212,631,Cache,C4703,2
2948,5,11,60,8,1570,206,219,150,390,Commanche,C7202,0
2827,31,18,360,93,150,213,199,117,886,Commanche,C4704,1
2459,301,26,300,169,175,140,219,215,1613,Cache,C4703,2
2857,270,21,474,138,390,162,242,217,1879,Commanche,C4703,1
2560,97,10,339,91,1026,236,226,120,603,Cache,C2717,2
2713,39,10,454,88,510,221,217,130,255,Commanche,C4703,1
