Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type,Cover_Type
3195,115,16,319,76,725,245,223,102,726,Commanche,C7755,1
3028,158,8,153,8,1381,229,242,145,1020,Commanche,C7756,0
2975,180,23,67,3,750,222,247,146,1518,Commanche,C7757,1
2276,43,22,0,0,108,218,185,91,1008,Cache,C5101,3
3273,51,19,212,58,1879,226,197,98,2255,Rawah,C8772,0
3511,64,12,467,77,2818,231,215,114,1848,Rawah,C8776,0
3038,324,11,67,7,2816,192,228,176,2760,Rawah,C7202,0
3252,68,9,108,17,1597,229,223,126,819,Commanche,C7755,0
3021,69,12,95,17,2125,232,217,115,1601,Commanche,C7755,1
2831,31,10,0,0,1207,218,218,135,2532,Commanche,C4704,1
2762,173,19,150,49,618,228,246,141,2186,Commanche,C2705,1
3285,305,21,170,16,3421,158,223,204,1776,Rawah,C8772,0
2934,198,20,85,18,870,210,253,169,1734,Commanche,C7757,1
2838,47,11,247,37,1354,224,216,125,2023,Commanche,C4704,1
3269,64,16,277,54,1892,233,206,100,2334,Rawah,C8772,0
2784,184,24,408,175,1691,218,248,150,1477,Commanche,C2705,1
2756,31,15,573,89,618,215,205,123,1187,Commanche,C4704,1
2495,79,2,0,0,467,222,234,148,1461,Cache,C2717,5
3017,119,17,210,45,2193,246,223,100,2431,Commanche,C7756,0
3454,315,31,150,91,3371,123,197,206,1434,Rawah,C8772,0
2826,67,6,30,2,828,227,228,135,2419,Commanche,C6102,0
3170,105,22,190,65,1116,250,207,74,2242,Rawah,C7745,0
3204,66,8,319,63,2370,228,225,131,1410,Commanche,C7756,0
2768,202,29,162,85,1167,192,250,174,1725,Commanche,C2705,4
2839,162,5,0,0,1173,225,241,150,2202,Commanche,C7757,0
2442,182,13,495,136,912,223,248,155,1198,Cache,C2717,2
3095,42,13,150,33,514,222,212,123,560,Commanche,C7755,0
2946,83,15,0,0,402,240,213,99,1289,Rawah,C7746,0
2755,57,37,192,136,532,218,139,24,1142,Commanche,C7757,1
2403,322,18,256,68,30,170,218,187,514,Cache,C4703,2
3143,143,14,228,38,882,239,236,124,1948,Rawah,C7745,1
