Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type,Cover_Type
2792,256,12,297,72,404,191,248,195,2076,Commanche,C4703,1
3094,294,9,319,28,2482,194,238,184,2405,Commanche,C7756,0
2465,99,18,212,78,750,247,211,86,247,Cache,C2703,2
2338,140,18,212,31,1077,244,232,110,1044,Cache,C2704,2
3025,192,27,162,50,870,207,249,161,1008,Commanche,C4758,1
2980,64,16,180,42,2220,233,206,100,1972,Commanche,C7755,1
2428,254,15,268,55,666,183,249,203,1339,Cache,C4703,5
2559,52,8,272,82,808,225,222,131,1020,Cache,C2717,2
2475,62,30,60,38,799,229,164,46,474,Cache,C4703,1
3066,19,17,60,3,1020,205,201,128,212,Commanche,C7202,0
2818,359,11,524,88,30,203,220,154,1075,Commanche,C4704,1
3279,101,10,120,-10,4011,236,227,121,2156,Rawah,C8771,0
3631,49,21,799,219,2793,223,190,91,1329,Rawah,C8776,0
3431,42,21,592,216,2240,218,189,97,1855,Rawah,C8776,0
3327,343,29,170,56,2617,150,184,164,2658,Rawah,C8772,0
3199,321,23,190,4,2850,155,211,193,2516,Rawah,C7745,0
3553,0,13,395,141,2984,200,215,152,1601,Rawah,C8776,0
3090,328,4,277,24,2210,209,234,164,2438,Commanche,C7756,1
2424,273,14,283,53,649,182,243,200,1310,Cache,C4703,5
3013,4,12,30,3,2145,204,218,150,3379,Rawah,C7202,0
3016,163,15,67,8,858,233,243,136,469,Commanche,C7700,1
3115,87,36,524,10,781,245,156,7,1801,Rawah,C7745,1
3251,301,22,268,72,4418,153,224,209,1429,Rawah,C8771,6
2510,3,16,499,83,395,196,207,146,902,Cache,C2717,5
3140,340,17,624,64,1761,183,214,169,2710,Commanche,C7756,0
3046,350,8,297,28,3095,205,226,159,977,Commanche,C7756,0
2917,286,6,30,3,2423,203,240,176,285,Commanche,C7202,1
2383,103,24,127,49,994,252,201,64,960,Cache,C2706,2
2811,53,14,722,124,511,227,209,112,1194,Commanche,C4704,1
2332,308,20,30,13,1103,162,223,200,1451,Cache,C4703,5
3362,9,11,30,6,4374,207,217,146,4170,Rawah,C8776,6
2954,328,4,30,2,1231,209,234,164,324,Commanche,C7202,1
2645,334,21,511,253,553,168,208,176,1008,Cache,C4704,1
2330,28,25,120,76,994,202,179,102,872,Cache,C4703,5
2957,28,15,30,9,2310,213,207,127,2147,Commanche,C7202,0
2440,272,20,108,25,446,163,242,216,268,Cache,C4703,5
2281,314,18,30,8,420,168,223,193,1557,Cache,C2705,2
2948,83,10,90,9,450,235,222,119,2224,Commanche,C7756,1
2862,359,12,335,51,1556,202,218,153,2958,Commanche,C7202,0
3118,174,18,295,47,256,228,246,144,765,Commanche,C7756,1
2947,326,11,67,4,2463,194,228,174,781,Commanche,C7755,0
3066,327,26,175,41,2406,147,199,187,3025,Rawah,C7201,0
3257,133,9,60,-1,4015,235,236,132,1997,Rawah,C8771,6
2667,209,14,0,0,1660,208,253,177,1233,Commanche,C2705,0
3024,104,20,42,14,767,249,210,80,2017,Rawah,C7745,0
2870,59,27,134,76,150,228,173,60,1142,Rawah,C7745,1
2734,221,15,150,38,942,200,253,186,1917,Commanche,C2705,4
3079,13,12,127,12,2431,208,216,143,2266,Commanche,C7756,0
2907,274,17,685,261,1266,171,242,209,1965,Commanche,C7755,1
3610,28,19,685,198,2850,209,194,115,1410,Rawah,C8776,0
2378,336,16,60,14,716,182,216,172,1515,Cache,C4704,5
3072,333,10,30,8,1533,197,228,169,3112,Commanche,C7755,0
2990,27,20,182,-13,1296,207,193,115,1080,Commanche,C7700,0
3147,70,24,524,34,769,237,186,67,1680,Rawah,C7746,0
3104,134,21,150,-1,2461,248,225,94,1786,Commanche,C7756,1
3254,20,14,134,20,1654,209,209,134,2377,Rawah,C8772,0
2500,1,9,90,7,469,207,223,153,1410,Cache,C2717,5
3115,10,18,216,-5,1348,198,201,137,300,Commanche,C7700,0
2650,51,6,67,6,85,223,227,139,767,Commanche,C6102,1
3063,209,8,331,-6,2599,214,248,169,2100,Commanche,C7756,0
2629,210,18,30,5,594,203,254,181,1368,Commanche,C7202,1
2830,24,13,677,100,30,213,211,133,1221,Commanche,C4704,1
3345,88,11,300,59,1110,236,222,116,1385,Commanche,C8772,6
2952,280,13,120,10,2597,183,241,198,618,Commanche,C7757,1
3243,313,29,85,8,3560,130,203,207,1770,Rawah,C7745,0
2386,36,2,499,119,566,219,234,152,966,Cache,C2704,2
3181,67,13,467,110,531,233,213,110,752,Commanche,C7755,0
3028,313,8,67,-1,2232,198,234,176,3287,Rawah,C7202,0
2767,9,11,480,-6,646,207,217,146,582,Commanche,C4704,1
3051,29,13,242,63,2227,215,210,129,2738,Commanche,C7756,0
3334,72,11,192,52,2040,233,219,117,2624,Rawah,C8772,0
2965,194,20,170,49,810,213,252,164,1747,Commanche,C7757,1
3233,16,12,391,70,2368,209,214,140,1333,Commanche,C7756,0
3025,42,27,30,-8,671,213,171,77,1360,Rawah,C7745,0
2883,67,17,242,78,270,235,203,94,1302,Rawah,C7745,1
2801,52,11,0,0,1106,226,217,124,2125,Commanche,C6102,4
2510,0,15,240,82,745,197,211,150,443,Cache,C4703,5
2957,129,6,67,8,1878,230,236,139,192,Commanche,C7756,1
2653,37,5,95,11,124,220,229,146,700,Commanche,C6102,1
3136,37,2,721,55,1853,219,234,151,2700,Commanche,C7756,0
2807,44,16,134,26,1383,222,202,110,1226,Commanche,C4703,1
3022,113,12,270,50,2293,241,227,114,2402,Commanche,C7756,0
3099,325,10,67,-3,2306,196,230,173,3054,Rawah,C7201,0
3014,262,9,67,13,2506,198,245,185,1851,Commanche,C7756,1
2989,0,10,0,0,1996,205,221,153,3509,Rawah,C7202,0
3287,108,18,420,2,1484,247,217,92,2048,Rawah,C8771,0
3333,353,13,492,106,1834,196,216,157,3073,Rawah,C8772,0
2780,180,25,395,161,1712,220,246,143,1490,Commanche,C2705,1
3574,56,19,966,162,2582,229,197,94,1465,Rawah,C8776,0
2528,92,24,283,85,940,248,196,63,618,Cache,C2702,2
2834,183,4,0,0,1159,221,242,157,2281,Commanche,C7102,0
3045,171,3,216,5,3105,221,240,155,1195,Commanche,C7756,1
2618,45,11,391,-21,828,223,217,127,765,Commanche,C4704,2
2894,162,8,277,62,853,229,242,146,1637,Commanche,C4704,1
2985,0,1,540,-34,1770,217,236,156,1092,Commanche,C7756,0
2690,128,16,228,6,1421,245,228,108,834,Commanche,C2703,2
3105,312,32,255,73,2672,119,199,211,2773,Rawah,C7700,0
3235,286,19,390,124,1138,163,236,211,2044,Rawah,C7745,0
3127,321,18,85,4,3603,171,219,187,1994,Rawah,C7202,0
3239,155,16,190,8,4158,237,240,128,2311,Rawah,C7202,0
2887,291,26,451,241,1291,137,225,223,1745,Commanche,C7757,1
2986,349,2,510,1,1800,215,235,158,1099,Commanche,C7756,0
3045,165,15,277,24,1116,232,244,139,1224,Commanche,C7756,1
2768,338,10,30,7,592,198,226,167,2845,Commanche,C7755,1
3172,349,11,30,8,1492,199,221,160,2405,Rawah,C7745,0
2905,97,15,42,7,2348,243,218,101,492,Commanche,C4758,0
2998,201,4,537,-36,1608,218,243,161,1652,Commanche,C7755,1
3170,311,19,335,103,1878,167,224,196,3379,Rawah,C7745,0
3004,297,12,120,9,2356,187,236,189,1353,Commanche,C7755,1
3396,229,21,454,141,3572,185,254,200,780,Rawah,C8772,0
2509,301,12,309,40,42,185,234,189,633,Cache,C2717,2
2937,273,18,655,291,1387,171,242,210,1976,Commanche,C7755,1
3118,104,13,277,66,454,241,223,110,631,Commanche,C7756,1
2720,83,9,402,38,467,233,224,122,1183,Commanche,C4704,1
3027,23,4,524,44,2964,218,231,151,631,Commanche,C7756,1
3270,79,5,210,-43,4117,226,231,139,2155,Rawah,C8771,0
3087,81,12,228,49,735,237,218,110,1641,Rawah,C7745,0
3193,120,16,192,30,2520,246,224,102,1531,Commanche,C7755,0
2834,64,8,799,8,600,228,224,129,1269,Commanche,C4704,1
3180,119,19,297,73,726,249,220,92,671,Commanche,C7755,1
2393,331,27,190,74,792,148,196,183,1167,Cache,C4703,5
3110,29,13,67,6,4123,215,211,130,1867,Rawah,C7202,0
2681,201,18,30,-11,1710,209,253,172,1176,Commanche,C2705,1
3180,1,20,362,39,2280,187,198,144,1380,Commanche,C7756,1
3513,24,20,752,101,2638,205,193,119,1718,Rawah,C8776,0
2914,79,24,192,99,201,243,189,62,1052,Rawah,C7745,1
2887,98,26,150,-24,175,251,193,54,1033,Rawah,C7745,0
2939,45,3,30,0,1320,220,232,148,451,Commanche,C7202,1
3041,27,8,480,1,3240,217,222,141,992,Commanche,C7756,1
2845,87,5,726,19,600,227,232,140,1261,Commanche,C4704,1
3106,48,6,691,52,2309,223,226,139,2293,Commanche,C7756,0
3104,326,10,85,-2,2331,195,229,173,3024,Rawah,C7201,0
3106,195,11,242,35,309,218,249,164,811,Commanche,C7756,1
