Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type,Cover_Type
3036,209,5,404,-3,3218,216,244,165,759,Commanche,C7756,1
2620,243,7,0,0,511,205,246,179,1340,Commanche,C7202,1
2338,350,27,42,15,911,163,185,153,966,Cache,C4703,5
2848,154,11,242,37,1449,234,241,137,3019,Commanche,C7202,1
2855,94,11,404,234,499,237,224,117,953,Commanche,C7756,1
3009,316,14,218,14,1800,182,227,185,3453,Rawah,C7201,0
3234,271,23,30,10,1358,152,240,223,2601,Rawah,C7746,0
2727,49,9,366,43,366,224,220,129,1061,Commanche,C4704,1
2795,172,14,120,18,1082,229,246,145,953,Commanche,C2703,2
3230,40,11,258,0,1950,221,215,127,930,Commanche,C7755,0
2650,131,4,30,-5,1800,227,237,145,1082,Commanche,C6102,0
2883,1,19,624,153,247,189,201,146,1214,Commanche,C4703,1
2554,250,19,300,77,511,175,250,210,767,Cache,C4703,1
3139,38,11,306,12,1895,220,215,128,876,Commanche,C7755,0
3327,31,32,319,108,3833,194,155,78,2739,Rawah,C8772,0
2935,38,32,350,124,2742,203,154,66,872,Commanche,C7757,1
2761,17,10,30,2,685,212,219,144,2467,Commanche,C4758,1
2930,38,6,170,-6,1834,220,227,143,162,Commanche,C7756,0
3012,248,4,446,-10,1790,211,243,170,1503,Commanche,C7756,1
3539,252,27,524,188,3335,150,246,227,1114,Rawah,C8776,0
3122,297,19,242,0,3362,162,230,207,2130,Rawah,C7700,0
3041,4,15,391,12,1889,199,210,147,1423,Commanche,C7756,1
2975,24,11,162,10,1632,214,216,137,1471,Commanche,C7755,1
3339,353,16,134,46,2424,190,210,157,2665,Rawah,C7745,0
2439,348,17,170,1,1095,186,209,160,150,Cache,C2717,5
2772,230,29,228,146,685,164,251,212,1617,Commanche,C4758,1
2878,23,7,309,54,914,216,225,145,2722,Commanche,C4704,0
3140,309,3,720,59,1689,211,237,165,2826,Commanche,C7756,0
2572,257,13,330,46,534,189,247,197,819,Cache,C2717,1
3092,76,20,30,-9,721,240,198,79,1605,Rawah,C7746,0
3063,103,12,182,-10,1741,240,224,112,967,Commanche,C7755,0
3273,41,10,234,60,1550,222,217,130,2881,Rawah,C8772,0
3087,108,13,67,16,335,242,224,109,735,Commanche,C7755,1
3147,114,12,150,6,2463,241,228,115,1614,Commanche,C7756,1
3063,106,24,240,86,570,252,204,65,1406,Rawah,C7746,0
3467,238,22,484,157,3490,175,252,209,997,Rawah,C8772,0
2483,78,24,42,14,916,242,189,63,854,Cache,C4703,2
3035,63,10,0,0,878,229,221,124,201,Commanche,C7202,0
2362,64,25,150,31,95,233,181,66,782,Cache,C2705,2
2500,295,18,295,85,618,168,233,204,361,Cache,C4703,5
2451,261,17,408,64,900,175,247,209,228,Cache,C4703,5
3110,299,17,524,6,1559,170,231,200,3149,Rawah,C7745,0
2962,107,19,283,74,2242,249,213,85,1842,Commanche,C7700,1
3001,66,9,60,1,999,229,223,127,391,Commanche,C7202,0
3062,355,5,513,63,2770,211,230,157,1989,Commanche,C7756,1
3292,92,5,30,-3,3873,229,231,137,2241,Rawah,C8771,6
3002,300,8,666,-118,1691,199,237,178,2100,Commanche,C7755,1
2917,275,18,607,271,1320,168,241,211,1940,Commanche,C7757,1
2472,49,29,242,-4,757,217,163,61,812,Cache,C4703,2
3295,271,31,450,37,2002,125,232,237,3216,Rawah,C8772,0
3231,86,10,201,6,4603,234,224,120,2213,Rawah,C7202,0
2930,316,19,540,284,1384,166,220,193,1811,Commanche,C7757,1
3047,326,9,0,0,3013,198,230,172,2581,Rawah,C7202,0
3038,123,16,95,13,2547,246,226,103,2016,Commanche,C7755,1
2684,54,11,300,76,497,226,216,122,150,Commanche,C4703,1
2477,52,23,0,0,924,225,183,80,920,Cache,C2702,2
2383,316,17,255,5,1140,174,224,189,162,Cache,C4703,5
3289,286,27,212,7,3772,134,226,227,1443,Rawah,C7745,0
3099,56,26,509,67,666,227,176,67,1627,Rawah,C7745,0
2547,241,17,324,40,711,186,252,201,1189,Cache,C2717,1
3002,331,7,175,7,1813,203,231,167,3491,Rawah,C7201,0
3043,69,30,511,-61,660,236,166,40,1684,Rawah,C7745,1
