Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type,Cover_Type
3089,21,7,234,23,2523,216,226,147,2349,Commanche,C7756,0
3100,308,27,268,33,1832,136,211,210,3412,Rawah,C7745,0
3003,17,5,488,18,1741,216,229,151,1333,Commanche,C7756,1
3037,4,4,30,2,2135,215,232,155,1848,Commanche,C7756,1
2410,81,11,360,20,973,235,221,117,979,Cache,C2703,2
2956,225,2,150,3,1307,216,241,162,295,Commanche,C7756,1
2377,116,17,212,33,541,247,222,97,642,Cache,C2702,2
2731,36,11,382,42,268,219,216,131,966,Commanche,C4704,1
2439,348,17,170,1,1095,186,209,160,150,Cache,C2717,5
2595,292,5,324,69,350,205,239,172,966,Cache,C2717,2
2928,299,15,120,31,2505,175,233,197,108,Commanche,C7756,1
2587,133,28,212,100,702,251,214,71,964,Cache,C2705,1
2677,214,22,30,13,1630,194,254,188,1263,Commanche,C2705,0
2618,90,11,60,10,268,237,222,114,424,Commanche,C4704,1
3005,76,21,95,29,1996,241,195,74,3615,Rawah,C7745,0
2728,180,13,0,0,1500,224,248,153,1388,Commanche,C4703,1
2789,100,12,60,7,390,239,224,113,2525,Commanche,C4704,1
3051,51,16,300,52,3107,226,205,108,1507,Commanche,C7756,1
2768,207,16,256,72,899,208,253,176,1974,Commanche,C2705,4
2998,330,7,418,13,1830,204,232,167,1235,Commanche,C7756,0
2816,42,6,525,28,878,221,227,142,1418,Commanche,C4704,0
3332,86,19,270,50,1959,244,205,83,2549,Rawah,C8772,0
3112,100,13,30,7,962,242,221,107,2110,Rawah,C7745,0
2905,181,25,573,204,644,220,246,144,1722,Commanche,C2705,4
2910,58,6,30,-5,1215,224,228,138,1385,Commanche,C7202,1
3186,95,22,134,48,1557,249,200,68,2552,Rawah,C7745,0
3254,308,24,175,19,3455,147,217,206,1832,Rawah,C7745,0
2451,254,21,175,45,541,167,248,216,342,Cache,C4703,5
2853,122,15,60,5,1342,244,227,109,2413,Commanche,C7755,1
3123,353,8,664,69,2084,207,227,158,2466,Commanche,C7756,0
2795,172,14,120,18,1082,229,246,145,953,Commanche,C2703,2
2989,270,6,541,-45,1584,205,242,176,1731,Commanche,C7755,1
3056,312,6,454,57,2697,203,235,172,1991,Commanche,C7756,1
3380,329,25,379,150,3546,151,201,185,3794,Rawah,C8772,0
3061,43,13,30,4,3231,222,212,122,1224,Commanche,C7756,0
2999,66,11,60,12,2190,231,217,117,1465,Commanche,C7755,1
2414,79,8,660,108,738,231,225,126,1101,Cache,C2717,2
2890,136,14,150,52,1001,240,234,120,2147,Commanche,C7757,1
2942,20,15,60,6,1208,208,206,132,1263,Commanche,C7700,0
2929,50,15,30,-1,2255,226,207,112,485,Commanche,C4758,0
2986,22,18,190,46,1234,206,199,125,488,Commanche,C7202,0
3282,85,15,630,-2,1448,241,212,97,2166,Rawah,C8772,0
2990,128,14,361,101,2343,243,230,113,1879,Commanche,C7700,1
3126,156,21,335,74,330,239,237,118,511,Commanche,C7756,1
2989,68,9,324,40,1744,229,223,126,1666,Commanche,C7756,1
2900,36,4,30,3,2384,219,230,148,212,Commanche,C7202,0
3142,47,19,283,-23,1328,223,196,101,277,Commanche,C7700,0
