Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type,Cover_Type
3038,147,17,30,3,830,240,236,119,242,Commanche,C7202,0
2809,191,1,190,21,1033,219,239,157,1027,Commanche,C2703,2
3038,141,15,150,0,875,241,235,119,726,Commanche,C7700,1
2702,30,13,371,68,430,216,212,130,342,Commanche,C4703,1
3474,38,23,819,259,2477,213,182,93,1839,Rawah,C8776,0
2971,16,13,295,77,2160,208,213,140,2448,Commanche,C7756,1
2941,122,6,362,33,765,230,235,138,2315,Commanche,C7756,1
3005,56,9,60,6,2890,226,221,129,1570,Commanche,C7102,0
2428,144,22,134,68,361,245,230,102,1200,Cache,C2705,2
3060,85,24,67,13,607,246,192,62,1480,Rawah,C7746,0
2676,31,16,335,51,376,214,203,120,277,Commanche,C4703,1
2890,2,11,60,6,1531,204,218,151,2538,Commanche,C4704,1
2894,28,7,582,10,1848,218,225,143,2922,Commanche,C7202,0
2426,61,27,210,77,638,230,173,58,1237,Cache,C4703,2
2338,101,22,60,21,511,250,205,72,524,Cache,C4703,5
3333,91,26,400,135,1776,249,191,54,2955,Rawah,C8772,0
3303,117,15,120,-10,4147,244,225,106,2330,Rawah,C8771,0
3491,110,23,450,57,2568,252,207,70,2197,Rawah,C8776,0
2317,170,31,228,-25,362,225,235,118,618,Cache,C2704,2
2662,126,16,382,22,787,245,227,106,497,Commanche,C2703,2
2928,352,2,42,1,2395,216,236,157,400,Commanche,C7755,1
3300,286,22,201,42,2234,152,233,218,3001,Rawah,C8772,0
3093,315,10,175,17,2239,194,232,178,2215,Commanche,C7102,0
3165,82,21,150,25,1041,243,199,77,1566,Rawah,C7745,0
3033,266,4,256,49,3063,210,241,169,560,Commanche,C7756,1
2425,32,27,120,66,616,203,171,90,1262,Cache,C4703,1
2781,166,15,60,7,1148,232,244,139,997,Commanche,C2703,2
2932,101,20,190,57,323,249,209,80,1461,Rawah,C7745,0
2299,318,27,120,52,1075,138,203,199,864,Cache,C4703,5
3569,5,17,437,157,2971,195,204,144,1550,Rawah,C8776,0
3232,129,7,469,119,1140,231,236,137,2015,Rawah,C8771,0
2391,74,15,120,33,866,237,210,101,1383,Cache,C2717,5
2958,153,10,618,126,577,232,241,139,1416,Commanche,C2705,4
3033,322,11,234,37,2977,192,229,177,876,Commanche,C7756,0
3107,118,27,216,71,2927,254,204,60,2893,Rawah,C7745,0
2985,62,4,510,-34,1740,223,232,145,1101,Commanche,C7756,0
3086,165,3,309,30,2981,222,240,154,1592,Commanche,C7756,1
3333,83,9,469,72,870,233,224,122,1273,Commanche,C8772,6
2485,298,15,268,42,180,178,234,196,1697,Cache,C4703,2
3169,297,17,127,16,3922,171,232,201,1653,Rawah,C7745,0
2389,63,17,402,59,573,233,204,98,1273,Cache,C4703,5
3095,176,15,201,24,300,226,247,149,853,Commanche,C7755,1
3037,60,10,170,23,3065,228,219,123,1410,Commanche,C7756,1
2882,8,16,42,6,1200,199,205,141,1952,Commanche,C7202,1
3014,133,19,582,209,607,246,228,102,1620,Rawah,C7746,0
2884,17,9,450,47,1129,213,222,145,2825,Commanche,C7756,0
3104,132,22,228,73,2652,249,223,90,3122,Rawah,C7745,0
2721,106,6,201,2,1307,231,232,135,785,Commanche,C4704,1
2948,62,10,60,16,2308,229,219,122,560,Commanche,C7755,1
2903,114,3,351,71,726,224,236,147,1503,Commanche,C4704,1
2881,35,15,418,55,900,217,206,121,1565,Commanche,C4704,1
2992,60,21,30,-6,553,231,191,83,1284,Rawah,C7745,0
3238,65,14,108,8,1570,232,211,109,738,Commanche,C7755,0
2435,9,14,255,51,541,204,212,144,1230,Cache,C4703,5
3021,92,11,400,82,228,237,223,116,1914,Commanche,C7757,1
2781,217,21,234,80,792,193,254,190,2063,Commanche,C2705,4
2890,101,16,285,85,306,245,217,97,1320,Rawah,C7745,1
2547,303,14,180,54,295,180,232,193,807,Cache,C4703,1
2665,51,3,124,8,162,221,232,147,912,Commanche,C4704,1
3031,103,26,120,54,541,252,197,56,1405,Rawah,C7746,0
2408,300,17,30,14,400,171,231,200,914,Cache,C4703,2
3279,96,18,295,65,924,246,210,86,1041,Commanche,C8772,6
3051,141,18,95,30,759,243,233,112,331,Commanche,C7757,1
2856,275,20,408,24,981,163,240,215,1816,Commanche,C2705,4
2867,221,5,234,43,1158,214,245,168,2576,Commanche,C7757,1
3076,286,9,366,7,2097,195,240,184,2468,Commanche,C7756,1
3150,31,13,60,8,1652,216,210,128,591,Commanche,C7755,0
3005,322,11,366,73,2952,193,229,176,1307,Commanche,C7756,1
2931,142,20,342,93,794,244,231,107,2040,Commanche,C7757,1
3065,71,17,180,64,2051,237,204,93,2892,Commanche,C7757,0
2993,47,9,518,-26,1740,223,220,131,1231,Commanche,C7756,0
3094,0,1,335,17,2630,217,236,156,1848,Commanche,C7756,0
2982,38,9,247,22,2070,221,221,135,942,Commanche,C7755,1
3075,238,12,228,52,720,198,250,189,1064,Commanche,C7756,1
2890,58,15,541,102,1140,230,208,108,1654,Commanche,C4703,1
3143,188,14,417,72,216,220,250,160,638,Commanche,C7756,1
3104,29,12,60,5,4100,216,214,133,1895,Rawah,C7202,0
2887,118,18,85,24,1500,248,220,93,2255,Commanche,C7755,1
3166,355,21,417,25,2250,181,198,151,1318,Commanche,C7756,1
2448,356,17,216,50,450,191,207,153,1184,Cache,C4703,5
2499,84,15,85,16,420,240,214,101,1507,Cache,C2717,2
2489,152,4,524,145,875,224,239,151,1436,Cache,C2717,5
3040,304,12,268,45,2695,186,234,188,1852,Commanche,C7756,1
3012,297,11,454,-22,1717,190,237,186,1974,Commanche,C7755,1
3336,24,16,108,0,3676,209,203,127,2529,Rawah,C8708,6
3250,75,8,552,16,1350,230,225,127,2230,Rawah,C7745,0
3203,106,18,313,98,1239,248,215,88,2353,Rawah,C7745,1
2644,56,14,182,36,360,228,211,113,300,Commanche,C4703,1
3067,104,14,150,29,664,243,221,104,1537,Rawah,C7745,0
3119,298,6,443,53,2112,204,238,173,2393,Commanche,C7756,0
3254,63,11,666,141,1325,230,218,120,2090,Rawah,C8771,0
2785,95,13,85,12,811,240,220,108,2630,Commanche,C4704,1
3283,61,18,525,49,1470,232,200,94,2282,Rawah,C8772,0
2957,146,22,408,119,730,244,231,104,1986,Commanche,C7757,1
2832,81,7,180,33,1159,230,227,129,2263,Commanche,C4704,1
3005,85,9,95,18,2165,233,225,124,1500,Commanche,C7755,1
3061,135,25,134,46,685,249,220,82,1211,Commanche,C7757,1
3138,321,16,0,0,4084,178,223,184,1632,Rawah,C7202,0
3061,237,10,134,24,3150,203,249,183,1298,Commanche,C7757,1
2955,188,14,750,-65,1092,221,250,159,1634,Commanche,C7756,1
2962,50,8,175,22,2032,224,222,132,582,Commanche,C7756,0
2298,304,18,30,12,1530,169,228,199,569,Cache,C4703,5
3102,333,7,201,27,2163,203,230,166,2285,Commanche,C7756,1
2460,261,17,400,73,870,177,247,208,242,Cache,C2703,5
3486,269,25,361,135,3510,146,239,227,1187,Rawah,C8772,0
2828,79,10,153,29,1177,234,222,119,2221,Commanche,C4704,1
3180,314,25,90,37,2241,146,212,202,3050,Rawah,C7745,0
3255,88,17,424,142,1176,243,210,90,2037,Rawah,C7745,1
2875,357,14,765,145,175,197,213,153,1340,Commanche,C4703,1
2561,39,10,277,40,90,221,218,131,691,Cache,C2717,1
2823,99,10,120,24,1110,237,226,119,2236,Commanche,C4704,1
