Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type,Cover_Type
3000,178,17,618,-20,1015,225,248,148,1481,Commanche,C7756,1
3324,37,11,95,-11,3721,219,215,129,2486,Rawah,C8708,6
2962,118,19,67,19,420,249,219,91,1253,Rawah,C7745,0
2420,81,14,351,30,886,238,215,106,882,Cache,C2703,2
2362,64,25,150,31,95,233,181,66,782,Cache,C2705,2
3389,312,32,60,38,3422,118,197,210,1471,Rawah,C8772,0
3024,340,11,60,8,1950,197,224,166,3139,Commanche,C7755,1
2428,277,32,90,46,836,120,227,238,1507,Cache,C4703,1
3331,88,17,162,49,2021,243,211,92,2680,Rawah,C8772,0
3036,256,13,268,57,2526,190,248,196,1263,Commanche,C7755,1
3186,95,22,134,48,1557,249,200,68,2552,Rawah,C7745,0
3380,96,7,390,129,1931,232,229,129,3074,Rawah,C8776,0
3074,306,7,67,13,2555,201,236,174,1920,Commanche,C7756,1
3078,312,6,190,9,2147,204,236,170,2292,Commanche,C7756,1
2885,114,18,408,74,1549,248,219,93,2856,Commanche,C7755,1
2767,257,19,190,73,993,172,248,212,1879,Commanche,C2705,4
2934,339,12,212,-2,1862,195,223,167,150,Commanche,C7202,0
3612,32,19,618,200,2910,212,196,113,1415,Rawah,C8776,0
2600,104,11,513,-39,661,239,226,117,684,Commanche,C2703,4
2710,48,15,283,-3,825,224,206,113,234,Commanche,C4703,1
2889,281,5,228,57,840,206,240,173,1537,Commanche,C4704,1
2318,109,26,255,67,319,253,201,59,853,Cache,C2704,2
3078,5,25,85,16,1050,178,182,133,210,Commanche,C7700,0
2780,33,5,30,0,1065,219,229,147,3082,Commanche,C7102,0
3020,301,11,430,-14,1756,190,236,186,2014,Commanche,C7755,1
3350,117,10,313,68,2053,237,231,124,2483,Rawah,C8772,0
2719,191,19,60,12,716,216,251,162,2106,Commanche,C2705,1
